name,type,hasName,hasRoleType,label,correspondsToFrameElement,hasDefinition
Role_Frame_Death_Biological_entity,"['NamedIndividual', 'Role', 'Role']",['Biological entity'],,['Death.Biological entity'],,
Role_Frame_Quantity_entity_amount,"['Role', 'NamedIndividual', 'Role']",['entity_amount'],['entity property'],['Quantity.entity_amount'],,['the amount of a given instance of this type of entity']
Role_Frame_Restore_to_life_Biological_entity,"['NamedIndividual', 'Role', 'Role']",['Biological entity'],,['Restore to life.Biological entity'],,
Role_Frame_Selection_options,"['NamedIndividual', 'Role', 'Role']",['options'],,['Selection.options'],,
Role_Frame_Being_in_a_bounded_region_landmark,"['Role', 'NamedIndividual', 'Role']",['landmark'],,['Being in a bounded region.landmark'],,
Role_Frame_Virtual_motion_pathway_scanned,"['NamedIndividual', 'Role', 'Role']",['pathway_scanned'],,['Virtual motion.pathway_scanned'],,
Role_Frame_Action_effort,"['NamedIndividual', 'Role', 'Role']",['effort'],,['Action.effort'],,['the amount of effort the actor expends to perform the action']
Role_Frame_Visual_evaluation_expected_visible_properties,"['Role', 'NamedIndividual', 'Role']",['expected visible properties'],,['Visual evaluation.expected visible properties'],,['standard by which object is evaluated']
Role_Frame_Government_decision_making_entity_under_consideration_ongoing_state,"['NamedIndividual', 'Role', 'Role']",['entity_under_consideration_ongoing_state'],,['Government decision making.entity_under_consideration_ongoing_state'],,
Role_Frame_Crafting_crafter,"['NamedIndividual', 'Role', 'Role']",['crafter'],,['Crafting.crafter'],,
Role_Frame_Computer_computer_parts,"['Role', 'NamedIndividual', 'Role']",['computer_parts'],,['Computer.computer_parts'],,
Role_Frame_Government_decision_making_consideration,"['NamedIndividual', 'Role', 'Role']",['consideration'],,['Government decision making.consideration'],,
Role_Frame_Experience_pain_pain,"['NamedIndividual', 'Role', 'Role']",['pain'],,['Experience pain.pain'],,
Role_Frame_Cancer_Cancer,"['NamedIndividual', 'Role', 'Role']",['Cancer'],,['Cancer.Cancer'],,
Role_Frame_Erosion_erosion_process,"['Role', 'NamedIndividual', 'Role']",['erosion_process'],['x-schema'],['Erosion.erosion_process'],,"['progressive', 'slow', 'ongoing process']"
Role_Frame_Emotion_Experiencer,"['NamedIndividual', 'Role', 'Role']",['Experiencer'],,['Emotion.Experiencer'],,
Role_Frame_Forming_words_thoughts,"['Role', 'NamedIndividual', 'Role']",['thoughts'],,['Forming words.thoughts'],,
Role_Frame_Time_future_time,"['NamedIndividual', 'Role', 'Role']",['future_time'],,['Time.future_time'],,
Role_Frame_Process_process_start,"['NamedIndividual', 'Role', 'Role']",['process_start'],,['Process.process_start'],,
Role_Frame_Taste_tasting_x_schema,"['NamedIndividual', 'Role', 'Role']",['tasting_x-schema'],,['Taste.tasting_x-schema'],,
Role_Frame_Process_protagonist,"['NamedIndividual', 'Role', 'Role']",['protagonist'],['entity'],['Process.protagonist'],,"['or doing the process', 'experiencing', 'the entity undergoing']"
Role_Frame_Work_scenario_affected_entity,"['NamedIndividual', 'Role', 'Role']",['affected_entity'],,['Work scenario.affected_entity'],,
Role_Frame_Caused_change_of_state_affected,"['Role', 'NamedIndividual', 'Role']",['affected'],,['Caused change of state.affected'],['Entity'],['experiencer of state']
Role_Frame_Visual_obstruction_unobstructed_elements_of_focal_object,"['NamedIndividual', 'Role', 'Role']",['unobstructed_elements_of_focal_object'],,['Visual obstruction.unobstructed_elements_of_focal_object'],,
Role_Frame_Access_barrier_to_access,"['NamedIndividual', 'Role', 'Role']",['barrier_to_access'],,['Access.barrier_to_access'],,
Role_Frame_Downward_motion_mover_position,"['NamedIndividual', 'Role', 'Role']",['mover_position'],,['Downward motion.mover_position'],,
Role_Frame_Disease_person,"['Role', 'NamedIndividual', 'Role']",['person'],,['Disease.person'],,
Role_Frame_Robot_robot_entity,"['NamedIndividual', 'Role', 'Role']",['robot_entity'],,['Robot.robot_entity'],,
Role_Frame_Argument_argument_content,"['NamedIndividual', 'Role', 'Role']",['argument_content'],,['Argument.argument_content'],,
Role_Frame_Experiencing_an_economic_status_status_holder,"['NamedIndividual', 'Role', 'Role']",['status holder'],['person'],['Experiencing an economic status.status holder'],,
Role_Frame_Control_control,"['NamedIndividual', 'Role', 'Role']",['control'],,['Control.control'],,
Role_Frame_Transfer_scenario_transferor,"['NamedIndividual', 'Role', 'Role']",['transferor'],,['Transfer scenario.transferor'],['Donor'],
Role_Frame_Evil_evil_entity,"['NamedIndividual', 'Role', 'Role']",['evil_entity'],,['Evil.evil_entity'],,
Role_Frame_Building_building_foundation,"['NamedIndividual', 'Role', 'Role']",['building_foundation'],,['Building.building_foundation'],,
Role_Frame_Gun_rights_rights_domain,"['NamedIndividual', 'Role', 'Role']",['rights_domain'],,['Gun rights.rights_domain'],,
Role_Frame_Negatively_evaluated_condition_evaluator,"['Role', 'NamedIndividual', 'Role']",['evaluator'],,['Negatively evaluated condition.evaluator'],,['the person making the evaluation']
Role_Frame_Journey_vehicles_in_journey,"['Role', 'NamedIndividual', 'Role']",['vehicles_in_journey'],,['Journey.vehicles_in_journey'],,
Role_Frame_State_state_holder,"['Role', 'NamedIndividual', 'Role']",['state_holder'],,['State.state_holder'],,['an entity with which the state or property is asociated']
Role_Frame_Laundering_laundry,"['NamedIndividual', 'Role', 'Role']",['laundry'],,['Laundering.laundry'],,['clothes or other fabrics that are being cleaned']
Role_Frame_Firmness_firmness_status,"['NamedIndividual', 'Role', 'Role']",['firmness_status'],,['Firmness.firmness_status'],,['position on firmness scale']
Role_Frame_Consume_consume_x_schema,"['NamedIndividual', 'Role', 'Role']",['consume_x-schema'],,['Consume.consume_x-schema'],,
Role_Frame_Heating_fluid_fluid_boiling_point,"['NamedIndividual', 'Role', 'Role']",['fluid_boiling_point'],,['Heating fluid.fluid_boiling_point'],,
Role_Frame_Infectious_disease_infected_individuals,"['NamedIndividual', 'Role', 'Role']",['infected_individuals'],,['Infectious disease.infected_individuals'],,
Role_Frame_Fullness_container,"['Role', 'NamedIndividual', 'Role']",['container'],['Bounded physcial object'],['Fullness.container'],['Container'],
Role_Frame_Gun_control_legislation_affected_people,"['NamedIndividual', 'Role', 'Role']",['affected_people'],,['Gun control legislation.affected_people'],,
Role_Frame_Motion_along_a_path_moving_entity,"['Role', 'NamedIndividual', 'Role']",['moving_entity'],,['Motion along a path.moving_entity'],,
Role_Frame_Nutritious_food_benefits_of_getting_nutrients,"['NamedIndividual', 'Role', 'Role']",['benefits_of_getting_nutrients'],,['Nutritious food.benefits_of_getting_nutrients'],,
Role_Frame_Action_action_purpose,"['Role', 'NamedIndividual', 'Role']",['action_purpose'],,['Action.action_purpose'],,
Role_Frame_Moral_authority_obeyer,"['NamedIndividual', 'Role', 'Role']",['obeyer'],,['Moral authority.obeyer'],,
Role_Frame_Arithmetic_one,"['NamedIndividual', 'Role', 'Role']",['one'],,['Arithmetic.one'],,
Role_Frame_Self_propelled_motion_goal,"['NamedIndividual', 'Role', 'Role']",['goal'],,['Self propelled motion.goal'],,"[""mover's final location""]"
Role_Frame_Affected_motion_cause,"['Role', 'NamedIndividual', 'Role']",['cause'],,['Affected motion.cause'],,
Role_Frame_Absorption_fluid,"['NamedIndividual', 'Role', 'Role']",['fluid'],['liquid'],['Absorption.fluid'],['Subtance'],['the thing that is absorbed by absorbent_entity']
Role_Frame_Physical_structure_functional_status,"['NamedIndividual', 'Role', 'Role']",['functional_status'],,['Physical structure.functional_status'],,
Role_Frame_Arithmetic_arithmetic_operation_result,"['NamedIndividual', 'Role', 'Role']",['arithmetic_operation_result'],,['Arithmetic.arithmetic_operation_result'],,
Role_Frame_Boat_boat,"['Role', 'NamedIndividual', 'Role']",['boat'],,['Boat.boat'],,
Role_Frame_Nation_Nation_nation_whole,"['NamedIndividual', 'Role', 'Role']",['Nation.nation_whole'],,['Nation.Nation.nation_whole'],,
Role_Frame_Corporation_corporation_structure,"['Role', 'NamedIndividual', 'Role']",['corporation_structure'],,['Corporation.corporation_structure'],,
Role_Frame_Fierce_animal_endangering_effect,"['NamedIndividual', 'Role', 'Role']",['endangering_effect'],,['Fierce animal.endangering_effect'],,['effect to endangered entity']
Role_Frame_Responsibility_responsible_party,"['NamedIndividual', 'Role', 'Role']",['responsible_party'],['Person'],['Responsibility.responsible_party'],,
Role_Frame_System_system_whole,"['NamedIndividual', 'Role', 'Role']",['system_whole'],,['System.system_whole'],,
Role_Frame_Motion_away_from_a_location_goal,"['NamedIndividual', 'Role', 'Role']",['goal'],,['Motion away from a location.goal'],,
Role_Frame_Vehicular_motion_vehicle_drivers,"['NamedIndividual', 'Role', 'Role']",['vehicle_drivers'],,['Vehicular motion.vehicle_drivers'],,
Role_Frame_Machine_machine_hardware,"['NamedIndividual', 'Role', 'Role']",['machine_hardware'],,['Machine.machine_hardware'],,
Role_Frame_Speaking_message,"['NamedIndividual', 'Role', 'Role']",['message'],,['Speaking.message'],,
Role_Frame_Attacking_attacker,"['NamedIndividual', 'Role', 'Role']",['attacker'],['person'],['Attacking.attacker'],['Assailant'],
Role_Frame_Voting_proposed_decision_characteristics,"['Role', 'NamedIndividual', 'Role']",['proposed_decision_characteristics'],,['Voting.proposed_decision_characteristics'],,
Role_Frame_Gain_possession_getting_x_schema_finish,"['NamedIndividual', 'Role', 'Role']",['getting_x-schema.finish'],,['Gain possession.getting_x-schema.finish'],,
Role_Frame_Physical_competition_prize,"['NamedIndividual', 'Role', 'Role']",['prize'],,['Physical competition.prize'],,['resource or other desired outcome']
Role_Frame_Sadness_bodily_effect,"['NamedIndividual', 'Role', 'Role']",['bodily_effect'],,['Sadness.bodily_effect'],,
Role_Frame_Awakening_awake_state,"['NamedIndividual', 'Role', 'Role']",['awake_state'],,['Awakening.awake_state'],,
Role_Frame_Biological_entity_organism,"['Role', 'NamedIndividual', 'Role']",['organism'],,['Biological entity.organism'],['Organism'],['organism as functional whole']
Role_Frame_Physical_combat_Fighter1,"['Role', 'NamedIndividual', 'Role']",['Fighter1'],,['Physical combat.Fighter1'],,
Role_Frame_Cultivation_Cultivatee,"['Role', 'NamedIndividual', 'Role']",['Cultivatee'],,['Cultivation.Cultivatee'],,['crop or domesticated animal']
Role_Frame_Force_transfer_force_reciever,"['NamedIndividual', 'Role', 'Role']",['force_reciever'],['Entity'],['Force transfer.force_reciever'],,
Role_Frame_Impoverished_economic_state,"['Role', 'NamedIndividual', 'Role']",['economic_state'],,['Impoverished.economic_state'],,
Role_Frame_Straightness_person_moving_along_straight_line,"['NamedIndividual', 'Role', 'Role']",['person_moving_along_straight_line'],,['Straightness.person_moving_along_straight_line'],,
Role_Frame_Responsibility_source_of_obligation,"['Role', 'NamedIndividual', 'Role']",['source_of_obligation'],,['Responsibility.source_of_obligation'],,
Role_Frame_Motion_to_a_location_self_mover,"['NamedIndividual', 'Role', 'Role']",['self-mover'],,['Motion to a location.self-mover'],,
Role_Frame_Cause_contact_cause,"['NamedIndividual', 'Role', 'Role']",['cause'],,['Cause contact.cause'],,
Role_Frame_Object_construction_objects,"['Role', 'NamedIndividual', 'Role']",['objects'],,['Object construction.objects'],,
Role_Frame_X_schema_x_schema_stopped_state,"['NamedIndividual', 'Role', 'Role']",['x-schema_stopped_state'],['stage'],['X-schema.x-schema_stopped_state'],,
Role_Frame_Competition_competition_winner,"['Role', 'NamedIndividual', 'Role']",['competition_winner'],,['Competition.competition_winner'],,
Role_Frame_Region_background,"['NamedIndividual', 'Role', 'Role']",['background'],,['Region.background'],,['region as a whole']
Role_Frame_Nation_citizens,"['NamedIndividual', 'Role', 'Role']",['citizens'],,['Nation.citizens'],,
Role_Frame_Lose_possession_donor,"['Role', 'NamedIndividual', 'Role']",['donor'],,['Lose possession.donor'],['Donor'],
Role_Frame_Government_institution_position_relations,"['NamedIndividual', 'Role', 'Role']",['position_relations'],,['Government institution.position_relations'],,['e.g. authority relations between positions']
Role_Frame_Being_at_a_low_location_low_landmark,"['NamedIndividual', 'Role', 'Role']",['low_landmark'],,['Being at a low location.low_landmark'],,
Role_Frame_Communication_message,"['NamedIndividual', 'Role', 'Role']",['message'],,['Communication.message'],['Message'],
Role_Frame_Economy_economic_activity,"['NamedIndividual', 'Role', 'Role']",['economic_activity'],,['Economy.economic_activity'],,['production and distribution of goods and services']
Role_Frame_Factory_Factory_workers,"['NamedIndividual', 'Role', 'Role']",['Factory_workers'],,['Factory.Factory_workers'],,
Role_Frame_Self_initiated_state_change_objective,"['NamedIndividual', 'Role', 'Role']",['objective'],,['Self-initiated state change.objective'],,
Role_Frame_Upward_motion_motion_x_schema,"['Role', 'NamedIndividual', 'Role']",['motion_x-schema'],,['Upward motion.motion_x-schema'],,
Role_Frame_Monetary_evaluation_value,"['NamedIndividual', 'Role', 'Role']",['value'],,['Monetary evaluation.value'],,['the monetary value of the thing being assessed']
Role_Frame_Physical_structure_base_support,"['NamedIndividual', 'Role', 'Role']",['base_support'],,['Physical structure.base_support'],,
Role_Frame_Responsibility_duty,"['Role', 'NamedIndividual', 'Role']",['duty'],,['Responsibility.duty'],,['What/whom one is responsible for.']
Role_Frame_Government_decision_making_entity_under_consideration_initial_state,"['NamedIndividual', 'Role', 'Role']",['entity_under_consideration_initial_state'],,['Government decision making.entity_under_consideration_initial_state'],,
Role_Frame_Clothing_clothing_item,"['NamedIndividual', 'Role', 'Role']",['clothing item'],['Artifact'],['Clothing.clothing item'],['Garment'],
Role_Frame_Government_institution_government_whole,"['Role', 'NamedIndividual', 'Role']",['government_whole'],,['Government institution.government_whole'],,
Role_Frame_Taste_tasted_thing,"['NamedIndividual', 'Role', 'Role']",['tasted_thing'],,['Taste.tasted_thing'],,
Role_Frame_Causation_FD_relation_type,"['NamedIndividual', 'Role', 'Role']",['FD_relation_type'],,['Causation.FD_relation_type'],,"['help', 'enable', 'type of force-dynamic relation that holds between the causal_process and the affected_process. E.g. cause', 'prevent']"
Role_Frame_Taxes_rate,"['NamedIndividual', 'Role', 'Role']",['rate'],,['Taxes.rate'],,
Role_Frame_Addressing_social_problems_spread_of_problem,"['NamedIndividual', 'Role', 'Role']",['spread_of_problem'],,['Addressing social problems.spread_of_problem'],,
Role_Frame_Authority_constraints_on_authorized_actions,"['Role', 'NamedIndividual', 'Role']",['constraints_on_authorized_actions'],,['Authority.constraints_on_authorized_actions'],,
Role_Frame_Motion_impediment_affected_motion,"['Role', 'NamedIndividual', 'Role']",['affected_motion'],,['Motion impediment.affected_motion'],,
Role_Frame_Touching_touch_bodypart,"['NamedIndividual', 'Role', 'Role']",['touch_bodypart'],,['Touching.touch_bodypart'],,['part of body that contacts/touches another entity']
Role_Frame_Motion_back_and_forth_mover,"['NamedIndividual', 'Role', 'Role']",['mover'],['entity'],['Motion back and forth.mover'],,
Role_Frame_Seeing_visiual_ability,"['Role', 'NamedIndividual', 'Role']",['visiual_ability'],,['Seeing.visiual_ability'],,
Role_Frame_Cut_cutting_tool,"['NamedIndividual', 'Role', 'Role']",['cutting_tool'],['Object'],['Cut.cutting_tool'],,
Role_Frame_Vehicle_vehicle_location,"['Role', 'NamedIndividual', 'Role']",['vehicle_location'],['location'],['Vehicle.vehicle_location'],,
