,lemma_1,lemma_2,year,genre,source,text,clean_text
108,move,action,2000,ACAD,HospitalTopic,"tide of infectious and nutritional diseases was rapidly receding when the laboratory scientist moved into action at the end of the past century. (n9) # Our social systems,","tide of infectious and nutritional diseases was rapidly receding when the laboratory scientist moved into action at the end of the past century. (n9) # Our social systems,"
109,move,action,1999,MAG,Ms,"unceremoniously fired and arrested, his wife, Wan Azizah Ismail, quickly moved into action. The charges against Ibrahim are widely believed to be trumped up by Prime Minister","unceremoniously fired and arrested, his wife, Wan Azizah Ismail, quickly moved into action. The charges against Ibrahim are widely believed to be trumped up by Prime Minister"
110,move,action,1999,MAG,People,"removed from where it started. When she talks, her hands inevitably move into action, and her contributions are invariably upbeat. But she holds back, seemingly aware","removed from where it started. When she talks, her hands inevitably move into action, and her contributions are invariably upbeat. But she holds back, seemingly aware"
111,move,action,1999,NEWS,SanFranChron,and depress readers. I personally want to be inspired and maybe even moved into action! # The status quo style of journalism has certainly chased me away from editorial,and depress readers. I personally want to be inspired and maybe even moved into action! # The status quo style of journalism has certainly chased me away from editorial
112,move,action,1998,NEWS,NYTimes,"restaurant quietly. But when Mr. Carrillo died last year, Mr. Munoz moved into action, officials from both countries said. # Francisco Barrio Terrazas, the Governor of","restaurant quietly. But when Mr. Carrillo died last year, Mr. Munoz moved into action, officials from both countries said. # Francisco Barrio Terrazas, the Governor of"
113,move,action,1997,FIC,Mov:AbsolutePower,# The second hand on Luther's watch hits the top and he moves into action. # -- He points the clicker at the door -- # -- the door,# The second hand on Luther's watch hits the top and he moves into action. # -- He points the clicker at the door -- # -- the door
114,move,action,1997,ACAD,CATOJournal,"explicit preference. However, we are equipped and would be able to move into action within days in our traditional capacity of, after initial eligibility has been established,","explicit preference. However, we are equipped and would be able to move into action within days in our traditional capacity of, after initial eligibility has been established,"
115,move,action,1996,ACAD,InstrPsych,"are born with a tendency to venture, respond openly, and quickly move into action. It is observed when they reach out, touch, grab, get involved","are born with a tendency to venture, respond openly, and quickly move into action. It is observed when they reach out, touch, grab, get involved"
116,move,action,1996,ACAD,InstrPsych,"reflect and think. However, we also want them to respond, move into action, and get involved. Perceiving children with these two resources as inherent strengths enables","reflect and think. However, we also want them to respond, move into action, and get involved. Perceiving children with these two resources as inherent strengths enables"
117,move,action,1996,ACAD,InstrPsych,"child who has a key resource of venturing -- that is, who moves into action, gets involved quickly, responds, and is "" into everything, "" can","child who has a key resource of venturing -- that is, who moves into action, gets involved quickly, responds, and is "" into everything, "" can"
118,move,action,1995,NEWS,SanFranChron,". "" # And behind the scenes, authorities say, Patrick Hallinan moved into action again on behalf of Mancuso and his cohorts. # On March 3, 1989",". "" # And behind the scenes, authorities say, Patrick Hallinan moved into action again on behalf of Mancuso and his cohorts. # On March 3, 1989"
119,move,action,1994,SPOK,NPR_Weekend,that by this weekend the Clinton administration has gotten off the sidelines and moved into action on both the military and diplomatic fronts - that's to say the NATO ultimatum,that by this weekend the Clinton administration has gotten off the sidelines and moved into action on both the military and diplomatic fronts - that's to say the NATO ultimatum
120,move,action,1994,NEWS,SanFranChron,"after Alquist's bill was introduced in February, the California Judges Association moved into action, convening meetings of its top officers and faxing copies of the bill to members","after Alquist's bill was introduced in February, the California Judges Association moved into action, convening meetings of its top officers and faxing copies of the bill to members"
121,move,action,1993,MAG,Omni,", and supernovas. On the basis of amateur reports, professionals quickly move into action; they stop giant research telescopes in places like Mt. Kea in Hawaii and",", and supernovas. On the basis of amateur reports, professionals quickly move into action; they stop giant research telescopes in places like Mt. Kea in Hawaii and"
122,move,action,1992,SPOK,CBS_Street,"on him now. SMITH: (Voiceover) And the task force moves into action. Officer 3: Tony, this is it over here on the left --","on him now. SMITH: (Voiceover) And the task force moves into action. Officer 3: Tony, this is it over here on the left --"
123,move,action,1990,FIC,LiteraryRev,iron wings shut with a bang. Ten guys who watched it happen moved into action as one. Omani quicked over to his bench and stood close over the couple,iron wings shut with a bang. Ten guys who watched it happen moved into action as one. Omani quicked over to his bench and stood close over the couple
124,move,action,2019,SPOK,PBS_Newshour,the era of American climate change denialism over. WILLIAM-BRANGHAM) : Villasenor was moved to action after a trip back to her home state of California was cut short by last,the era of American climate change denialism over. WILLIAM-BRANGHAM) : Villasenor was moved to action after a trip back to her home state of California was cut short by last
