name,hasName,hasRoleType,label,correspondsToFrameElement,hasDefinition
Role_Frame_Self_initiated_state_change_objective,['objective'],,['Self-initiated state change.objective'],,
Role_Frame_Upward_motion_motion_x_schema,['motion_x-schema'],,['Upward motion.motion_x-schema'],,
Role_Frame_Monetary_evaluation_value,['value'],,['Monetary evaluation.value'],,['the monetary value of the thing being assessed']
Role_Frame_Physical_structure_base_support,['base_support'],,['Physical structure.base_support'],,
Role_Frame_Responsibility_duty,['duty'],,['Responsibility.duty'],,['What/whom one is responsible for.']
Role_Frame_Government_decision_making_entity_under_consideration_initial_state,['entity_under_consideration_initial_state'],,['Government decision making.entity_under_consideration_initial_state'],,
Role_Frame_Clothing_clothing_item,['clothing item'],['Artifact'],['Clothing.clothing item'],['Garment'],
Role_Frame_Government_institution_government_whole,['government_whole'],,['Government institution.government_whole'],,
Role_Frame_Taste_tasted_thing,['tasted_thing'],,['Taste.tasted_thing'],,
Role_Frame_Causation_FD_relation_type,['FD_relation_type'],,['Causation.FD_relation_type'],,"['help', 'enable', 'type of force-dynamic relation that holds between the causal_process and the affected_process. E.g. cause', 'prevent']"
Role_Frame_Taxes_rate,['rate'],,['Taxes.rate'],,
Role_Frame_Addressing_social_problems_spread_of_problem,['spread_of_problem'],,['Addressing social problems.spread_of_problem'],,
Role_Frame_Authority_constraints_on_authorized_actions,['constraints_on_authorized_actions'],,['Authority.constraints_on_authorized_actions'],,
Role_Frame_Motion_impediment_affected_motion,['affected_motion'],,['Motion impediment.affected_motion'],,
Role_Frame_Touching_touch_bodypart,['touch_bodypart'],,['Touching.touch_bodypart'],,['part of body that contacts/touches another entity']
Role_Frame_Motion_back_and_forth_mover,['mover'],['entity'],['Motion back and forth.mover'],,
Role_Frame_Seeing_visiual_ability,['visiual_ability'],,['Seeing.visiual_ability'],,
Role_Frame_Cut_cutting_tool,['cutting_tool'],['Object'],['Cut.cutting_tool'],,
Role_Frame_Vehicle_vehicle_location,['vehicle_location'],['location'],['Vehicle.vehicle_location'],,
Role_Frame_Motion_to_a_location_self_motion_x_schema,['self-motion_x-schema'],,['Motion to a location.self-motion_x-schema'],,
Role_Frame_Scale_maximal_value,['maximal value'],,['Scale.maximal value'],,
Role_Frame_Emotional_intensity_emotional_intensity_scale,['emotional_intensity_scale'],,['Emotional intensity.emotional_intensity_scale'],,
Role_Frame_Election_voting_event,['voting_event'],['x-schema'],['Election.voting_event'],,
Role_Frame_War_fighting,['fighting'],['x-schema phase'],['War.fighting'],['Fighting'],
Role_Frame_Into_goal_interior,['goal_interior'],,['Into.goal_interior'],,
Role_Frame_Government_institution_responsibilites,['responsibilites'],,['Government institution.responsibilites'],,
Role_Frame_Machine_machine,['machine'],,['Machine.machine'],,
Role_Frame_Possession_Possessor,['Possessor'],,['Possession.Possessor'],,
Role_Frame_Belief_belief,['belief'],,['Belief.belief'],,
Role_Frame_Containment_Boundary,['Boundary'],,['Containment.Boundary'],,
Role_Frame_Affected_motion_goal,['goal'],,['Affected motion.goal'],['Goal'],
Role_Frame_Social_problems_society,['society'],,['Social problems.society'],,['group of people negatively affected by problem']
Role_Frame_Plants_plant_anatomy,['plant_anatomy'],,['Plants.plant_anatomy'],,
Role_Frame_Employment_employee_compensation,['employee_compensation'],,['Employment.employee_compensation'],['Compensation'],
Role_Frame_Pursue_pursuer,['pursuer'],,['Pursue.pursuer'],,
Role_Frame_Poverty_cause_of_impoverished_state,['cause_of_impoverished_state'],,['Poverty.cause_of_impoverished_state'],,"['(external) cause of impoverishment', 'if any']"
Role_Frame_Difficulty_actor,['actor'],,['Difficulty.actor'],,
Role_Frame_Judicial_decision_making_judicial_actor,['judicial_actor'],,['Judicial decision-making.judicial_actor'],,
Role_Frame_Word_word_form,['word_form'],,['Word.word_form'],['Form'],
Role_Frame_Cognizing_mind_whole,['mind_whole'],,['Cognizing.mind_whole'],,
Role_Frame_Judicial_decision_making_judged_party_behavior,['judged_party_behavior'],,['Judicial decision-making.judged_party_behavior'],,
Role_Frame_Physical_entity_physical_entity_whole,['physical_entity_whole'],,['Physical entity.physical_entity_whole'],,
Role_Frame_Object_propulsion_object,['object'],,['Object propulsion.object'],,
Role_Frame_Parent_parent,['parent'],,['Parent.parent'],,
Role_Frame_Eating_getting_x_schema,['getting_x-schema'],,['Eating.getting_x-schema'],,
Role_Frame_Bodily_functioning_body_whole,['body_whole'],,['Bodily functioning.body_whole'],,
Role_Frame_Competitive_sport_outcome,['outcome'],,['Competitive sport.outcome'],,
Role_Frame_Impurity_impurity,['impurity'],,['Impurity.impurity'],,['the impurity or contaminant that is in the impure_thing']
Role_Frame_Being_at_a_location_Being_at_a_location_experiencer,['Being at a location.experiencer'],,['Being at a location.Being at a location.experiencer'],,
Role_Frame_Bodily_functioning_mind,['mind'],,['Bodily_functioning.mind'],,
Role_Frame_Knowing_mind,['mind'],,['Knowing.mind'],,
Role_Frame_Race_prize,['prize'],,['Race.prize'],,
Role_Frame_Motion_speed,['speed'],,['Motion.speed'],,
Role_Frame_Voting_approval_standards,['approval_standards'],,['Voting.approval_standards'],,['standards by which the voters approve the proposition']
Role_Frame_Shepherding_shepherd,['shepherd'],,['Shepherding.shepherd'],['Person'],
Role_Frame_Vehicular_motion_vehicle_driver,['vehicle_driver'],['person'],['Vehicular motion.vehicle_driver'],,"['pilot', 'e.g. driver']"
Role_Frame_Force_transfer_force_amount,['force_amount'],['Quantity'],['Force transfer.force_amount'],,['amount of force that is transferred from source to receiver']
Role_Frame_Difficulties_in_action_difficulty,['difficulty'],,['Difficulties in action.difficulty'],,"[""factor(s) that negatively affect actor's ability to achieve objective""]"
Role_Frame_Drugs_physical_effects,['physical_effects'],,['Drugs.physical_effects'],,
Role_Frame_Perception_perceiver,['perceiver'],['animate entity'],['Perception.perceiver'],['Perceiver'],
Role_Frame_Cause_contact_entity2,['entity2'],['Entity'],['Cause contact.entity2'],,
Role_Frame_Part_whole_parts,['parts'],,['Part whole.parts'],['Part'],
Role_Frame_Relationship_relation_E2_E1,['relation_E2-E1'],,['Relationship.relation_E2-E1'],,['relation between entity_2 and entity_1']
Role_Frame_Heating_fluid_container,['container'],['Entity'],['Heating fluid.container'],,['the container in which the fluid is heated']
Role_Frame_Journey_mode_of_transportation,['mode_of_transportation'],['Mode of transportation'],['Journey.mode_of_transportation'],,"['e.g. on foot', 'in car']"
Role_Frame_Motion_along_a_path_person_who_sets_trajector_in_motion,['person_who_sets_trajector_in_motion'],,['Motion along a path.person_who_sets_trajector_in_motion'],,
Role_Frame_Social_class_person_in_social_class,['person_in_social_class'],,['Social class.person_in_social_class'],,
Role_Frame_Upward_motion_source,['source'],,['Upward motion.source'],,
Role_Frame_Relationship_relationship_participants,['relationship_participants'],,['Relationship.relationship_participants'],,
Role_Frame_Corruption_corruption_effect,['corruption_effect'],,['Corruption.corruption_effect'],,['the result of the corrupt activities']
Role_Frame_Authority_authority_relation,['authority_relation'],,['Authority.authority_relation'],,
Role_Frame_Fire_burning_object_condition,['burning_object_condition'],,['Fire.burning_object_condition'],,
Role_Frame_Government_government,['government'],,['Government.government'],,
Role_Frame_Organization_members,['members'],,['Organization.members'],,
Role_Frame_Relation_relation,['relation'],,['Relation.relation'],,['the relation between entity_1 and entity_2']
Role_Frame_Process_process_end_state,['process_end_state'],,['Process.process_end_state'],,
Role_Frame_Virtual_motion_locus_of_cognizer_s_attention,['locus_of_cognizer’s_attention'],,['Virtual motion.locus_of_cognizer’s_attention'],,
Role_Frame_Responsibility_consequence,['consequence'],,['Responsibility.consequence'],,
Role_Frame_Containment_Portal,['Portal'],,['Containment.Portal'],,"[""a 'gap' in the boundary""]"
Role_Frame_Natural_process_protagonist,['protagonist'],,['Natural process.protagonist'],,
Role_Frame_Bodily_functioning_cognizing_x_schema,['cognizing_x-schema'],,['Bodily_functioning.cognizing_x-schema'],,
Role_Frame_Anger_anger_level,['anger_level'],,['Anger.anger_level'],,
Role_Frame_Rights_rights_holder,['rights_holder'],,['Rights.rights_holder'],,
Role_Frame_Consciousness_conscious_entity,['conscious_entity'],,['Consciousness.conscious_entity'],,
Role_Frame_Person_health_of_person,['health_of_person'],,['Person.health_of_person'],,
Role_Frame_Citizen_evaluation_of_government_Evaluaee,['Evaluaee'],,['Citizen evaluation of government.Evaluaee'],,
Role_Frame_Judgment_judged_party,['judged_party'],,['Judgment.judged_party'],,
Role_Frame_Object_size,['size'],['Size'],['Object.size'],,
Role_Frame_Firearm_weapon_user,['weapon_user'],,['Firearm.weapon_user'],,
Role_Frame_Surgery_patient,['patient'],,['Surgery.patient'],,
Role_Frame_Machine_machine_users,['machine_users'],,['Machine.machine_users'],,
Role_Frame_Judicial_decision_making_judged_party_status_change,['judged_party_status_change'],,['Judicial decision-making.judged_party_status_change'],,
Role_Frame_Trespassing_trespasser,['trespasser'],,['Trespassing.trespasser'],,['person who is not authorized to be in terriory']
Role_Frame_Lose_possession_lose_possession_x_schema_ongoing,['lose_possession_x-schema.ongoing'],,['Lose possession.lose_possession_x-schema.ongoing'],,
Role_Frame_Laundering_location,['location'],,['Laundering.location'],,
Role_Frame_Stability_stablity_status,['stablity_status'],,['Stability.stablity_status'],,
Role_Frame_Nation_state_of_nation,['state_of_nation'],,['Nation.state_of_nation'],,
Role_Frame_Recreational_competition_competitor_2,['competitor_2'],,['Recreational competition.competitor_2'],,
Role_Frame_Commercial_transaction_buyer,['buyer'],,['Commercial_transaction.buyer'],,
Role_Frame_Understanding_understood_idea,['understood_idea'],,['Understanding.understood_idea'],,
Role_Frame_Being_at_a_Low_Location_low_landmark,['low_landmark'],,['Being at a Low Location.low_landmark'],,
Role_Frame_Judicial_decision_making_judged_party,['judged_party'],,['Judicial decision-making.judged_party'],,
Role_Frame_Institution_institution_structure,['institution_structure'],,['Institution.institution_structure'],,['organizational structure']
Role_Frame_Size_entity_size,['entity_size'],['property that is being assessed'],['Size.entity_size'],,['3 dimensional spatial extent of the entity']
Role_Frame_Addressing_poverty_impoverished,['impoverished'],,['Addressing poverty.impoverished'],,['(segment of) affected by poverty']
Role_Frame_Treating_a_physical_affliction_disease,['disease'],,['Treating a physical affliction.disease'],,
Role_Frame_Voting_proposed_decision,['proposed_decision'],,['Voting.proposed_decision'],,['the person(s) or laws under consideration']
Role_Frame_Election_candidate1,['candidate1'],['person'],['Election.candidate1'],,['a person who seeks to gain office via the election']
Role_Frame_Disease_healthy_cell,['healthy_cell'],,['Disease.healthy_cell'],,
Role_Frame_Size_scalar_position,['scalar_position'],,['Size.scalar_position'],,['position on size_scale']
Role_Frame_Physical_harm_harmed_entity,['harmed_entity'],['Physical entity'],['Physical harm.harmed_entity'],,
Role_Frame_Journey_journey_difficulties,['journey_difficulties'],,['Journey.journey_difficulties'],,
Role_Frame_Employment_employment_occupation,['employment_occupation'],,['Employment.employment_occupation'],,['Domain in which you are employed.']
Role_Frame_Desire_desirer,['desirer'],,['Desire.desirer'],,
Role_Frame_Destructive_natural_process_consequence_of_destruction,['consequence_of_destruction'],,['Destructive natural process.consequence_of_destruction'],,
Role_Frame_Desire_experiencer,['experiencer'],,['Desire.experiencer'],,['the person who is experiencing desire']
Role_Frame_Motion_back_and_forth_direction,['direction'],,['Motion back and forth.direction'],,
Role_Frame_Governing_action_jurisdiction_state_x_schema,['jurisdiction_state_x-schema'],,['Governing action.jurisdiction_state_x-schema'],,['the process of change of the well-being or state of the jurisdiction']
Role_Frame_Anger_body_pressure,['body_pressure'],,['Anger.body_pressure'],,
Role_Frame_Cleaning_cleaning_substance,['cleaning_substance'],,['Cleaning.cleaning_substance'],,"['soap', 'e.g. water']"
Role_Frame_Building_foundation_of_structure,['foundation_of_structure'],,['Building.foundation_of_structure'],,
Role_Frame_Organization_organizational_structure,['organizational_structure'],,['Organization.organizational_structure'],,
Role_Frame_Gain_possession_possessable_object,['possessable_object'],['entity'],['Gain possession.possessable_object'],['Theme'],
Role_Frame_Trust_emotion_trusted_entity,['trusted_entity'],,['Trust emotion.trusted_entity'],,
Role_Frame_Access_accessed_entity,['accessed_entity'],,['Access.accessed_entity'],,
Role_Frame_Proximal_distal_distal_region,['distal_region'],,['Proximal distal.distal_region'],,
Role_Frame_Anger_experiencer,['experiencer'],,['Anger.experiencer'],,
Role_Frame_Addressing_social_problems_social_problem,['social_problem'],,['Addressing social problems.social_problem'],,
Role_Frame_Position_position,['position'],,['Position.position'],,
Role_Frame_Theory_theory_supporting_evidence,['theory_supporting_evidence'],,['Theory.theory_supporting_evidence'],,
Role_Frame_Poverty_impoverished_entity,['impoverished_entity'],,['Poverty.impoverished_entity'],,['one or more people who are impoverished']
Role_Frame_Institution_physical_assets,['physical_assets'],,['Institution.physical_assets'],,"['buildings', 'resources']"
