name,hasBoundRole1,hasBoundRole2,label
Binding_463,['Role_Frame_Government_institution_US_government_whole'],['Role_Frame_Government_institution_government_whole'],['Frame:Government institution US.government_whole=Government institution.government_whole']
Binding_893,['Role_Frame_Strict_father_family_children'],['Role_Frame_Nuclear_family_children'],['Frame:Strict father family.children=Nuclear family.children']
Binding_896,['Role_Frame_Strict_father_family_family_whole'],['Role_Frame_Nuclear_family_family_whole'],['Frame:Strict father family.family_whole=Nuclear family.family_whole']
Binding_521,['Role_Frame_Institution_institution_structure'],['Role_Frame_Organization_organizational_structure'],['Frame:Institution.institution_structure=Organization.organizational_structure']
Binding_277,['Role_Frame_Drugs_drug'],['Role_Frame_Crime_criminal_activity'],['Frame:Drugs.drug=Crime.criminal_activity']
Binding_799,['Role_Frame_Restore_to_life_life_liver'],['Role_Frame_Life_life_liver'],['Frame:Restore to life.life_liver=Life.life_liver']
Binding_807,['Role_Frame_Right_to_self_defense_rights_holder'],['Role_Frame_Self_defense_defender'],['Frame:Right to self-defense.rights_holder=Self-defense.defender']
Binding_860,['Role_Frame_Servitude_subjugator'],['Role_Frame_Authority_authority_entity'],['Frame:Servitude.subjugator=Authority.authority_entity']
Binding_685,['Role_Frame_Part_whole_whole'],['Role_Frame_Part_whole_possessor'],['Frame:Part whole.whole=possessor']
Binding_617,['Role_Frame_Monetary_evaluation_standard'],['Role_Frame_Evaluation_standard'],['Frame:Monetary evaluation.standard=Evaluation.standard']
Binding_727,['Role_Frame_Political_competition_competitor2'],['Role_Frame_Competition_competition_competitor2'],['Frame:Political competition.competitor2=Competition.competition_competitor2']
Binding_769,['Role_Frame_Punishment_reason_for_punishment'],['Role_Frame_Crime_criminal_activity'],['Frame:Punishment.reason_for_punishment=Crime.criminal_activity']
Binding_51,['Role_Frame_Artifact_artifact_entity'],['Role_Frame_Object_object_entity'],['Frame:Artifact.artifact_entity=Object.object_entity']
Binding_901,['Role_Frame_Sunken_confinement_low_area_of_confinement'],['Role_Frame_Confinement_area_of_confinement'],['Frame:Sunken confinement.low_area_of_confinement=Confinement.area_of_confinement']
Binding_833,['Role_Frame_Self_initiated_state_change_experiencer'],['Role_Frame_Change_of_state_experiencer'],['Frame:Self-initiated state change.experiencer=Change of state.experiencer']
Binding_641,['Role_Frame_Motion_away_from_a_location_source'],['Role_Frame_Bounded_region_interior'],['Frame:Motion away from a location.source=Bounded_region.interior']
Binding_795,['Role_Frame_Restaurant_patron'],['Role_Frame_Commercial_transaction_buyer'],['Frame:Restaurant.patron=Commercial_transaction.buyer']
Binding_665,['Role_Frame_Nuclear_family_parents'],['Role_Frame_Family_family_members'],['Frame:Nuclear family.parents=Family.family_members']
Binding_249,['Role_Frame_Dissect_dissector'],['Role_Frame_Caused_change_of_state_agent'],['Frame:Dissect.dissector=Caused change of state.agent']
Binding_182,['Role_Frame_Containing_container'],['Role_Frame_Containment_container'],['Frame:Containing.container=Containment.container']
Binding_776,['Role_Frame_Race_racer2'],['Role_Frame_Recreational_competition_competitor2'],['Frame:Race.racer2=Recreational competition.competitor2']
Binding_142,['Role_Frame_Change_of_state_experiencer'],['Role_Frame_Experiencing_a_state_experiencer'],['Frame:Change of state.experiencer=Experiencing_a_state.experiencer']
Binding_745,['Role_Frame_Position_superior'],['Role_Frame_Responsibility_evaluator_of_fulfillment'],['Frame:Position.superior=Responsibility.evaluator_of_fulfillment']
Binding_1012,['Role_Frame_Wealth_degree_of_wealth'],['Role_Frame_Economic_status_maximal_status'],['Frame:Wealth.degree of wealth=Economic status.maximal_status']
Binding_675,['Role_Frame_Object_object_entity'],['Role_Frame_Size_entity'],['Frame:Object.object_entity=Size.entity']
Binding_54,['Role_Frame_Attacking_attacking_action'],['Role_Frame_Harm_to_living_entity_cause'],['Frame:Attacking.attacking_action=Harm to living entity.cause']
Binding_82,['Role_Frame_Being_at_a_location_landmark'],['Role_Frame_Trajector_landmark_landmark'],['Frame:Being at a location.landmark=Trajector_landmark.landmark']
Binding_507,['Role_Frame_Impoverished_experiencer'],['Role_Frame_Experiencing_an_economic_status_status_holder'],['Frame:Impoverished.experiencer=Experiencing an economic status.status holder']
Binding_471,['Role_Frame_Guided_motion_leader_path'],['Role_Frame_Affected_motion_path'],['Frame:Guided motion.leader_path=Affected motion.path']
Binding_768,['Role_Frame_Punishment_punishee'],['Role_Frame_Crime_criminal'],['Frame:Punishment.punishee=Crime.criminal']
Binding_1014,['Role_Frame_Work_scenario_activity'],['Role_Frame_Purposeful_action_action_x_schema'],['Frame:Work scenario.activity=Purposeful action.action_x-schema']
Binding_818,['Role_Frame_Scale_parameter'],['Role_Frame_State_domain'],['Frame:Scale.parameter=State.domain']
Binding_409,['Role_Frame_Governing_action_normative_governing_action'],['Role_Frame_Judgment_normative_judged_action'],['Frame:Governing action.normative_governing_action=Judgment.normative_judged_action']
Binding_849,['Role_Frame_Self_propelled_motion_source'],['Role_Frame_Affected_motion_source'],['Frame:Self propelled motion.source=Affected motion.source']
Binding_919,['Role_Frame_Touching_toucher'],['Role_Frame_Perception_perceiver'],['Frame:Touching.toucher=Perception.perceiver']
Binding_563,['Role_Frame_Lax_lax_entity'],['Role_Frame_Firmness_firmness_entity'],['Frame:Lax.lax_entity=Firmness.firmness_entity']
Binding_323,['Role_Frame_Experiencing_an_economic_status_status'],['Role_Frame_Economic_status_status'],['Frame:Experiencing an economic status.status=Economic status.status']
Binding_673,['Role_Frame_Object_object_entity'],['Role_Frame_Bounded_entity_bounded_entity'],['Frame:Object.object_entity=Bounded entity.bounded_entity']
Binding_355,['Role_Frame_Fluid_motion_goal'],['Role_Frame_Motion_along_a_path_goal'],['Frame:Fluid motion.goal=Motion along a path.goal']
Binding_209,['Role_Frame_Crime_victim'],['Role_Frame_Cause_harm_victim'],['Frame:Crime.victim=Cause harm.victim']
Binding_589,['Role_Frame_Legislative_action_legislative_objective'],['Role_Frame_Governing_action_governing_objectives'],['Frame:Legislative action.legislative_objective=Governing action.governing_objectives']
Binding_3,['Role_Frame_Access_barrier_to_access'],['Role_Frame_Barrier_barrier_object'],['Frame:Access.barrier_to_access=Barrier.barrier_object']
Binding_304,['Role_Frame_Election_office'],['Role_Frame_Political_competition_prize'],['Frame:Election.office=Political competition.prize']
Binding_575,['Role_Frame_Legislation_enactment_legislation_voting'],['Role_Frame_Government_decision_making_act_of_deciding'],['Frame:Legislation enactment.legislation_voting=Government decision making.act_of_deciding']
Binding_132,['Role_Frame_Cause_contact_entity2'],['Role_Frame_Contact_entity2'],['Frame:Cause contact.entity2=Contact.entity2']
Binding_167,['Role_Frame_Complex_physical_object_object_whole'],['Role_Frame_Part_whole_whole'],['Frame:Complex physical object.object_whole=Part whole.whole']
Binding_530,['Role_Frame_Into_source_exterior'],['Role_Frame_Source_path_goal_source'],['Frame:Into.source_exterior=Source path goal.source']
Binding_579,['Role_Frame_Legislation_enactment_bill'],['Role_Frame_Government_decision_making_entity_under_consideration'],['Frame:Legislation enactment.bill=Government decision making.entity_under_consideration']
Binding_682,['Role_Frame_Object_propulsion_object'],['Role_Frame_Object_manipulation_object'],['Frame:Object propulsion.object=Object manipulation.object']
Binding_796,['Role_Frame_Restaurant_restaurant_owner'],['Role_Frame_Commercial_transaction_seller'],['Frame:Restaurant.restaurant_owner=Commercial_transaction.seller']
Binding_947,['Role_Frame_Trust_relationship_trusted_entity'],['Role_Frame_Trust_emotion_trusted_entity'],['Frame:Trust relationship.trusted_entity=Trust emotion.trusted_entity']
Binding_757,['Role_Frame_Poverty_degree_of_poverty'],['Role_Frame_Social_problems_social_problem'],['Frame:Poverty.degree of poverty=Social problems.social_problem']
Binding_557,['Role_Frame_Judicial_decision_making_judged_party_behavior'],['Role_Frame_Government_decision_making_entity_under_consideration_characteristics'],['Frame:Judicial decision-making.judged_party_behavior=Government decision making.entity_under_consideration_characteristics']
Binding_549,['Role_Frame_Judicial_decision_making_judged_party_ongoing_status'],['Role_Frame_Government_decision_making_entity_under_consideration_ongoing_state'],['Frame:Judicial decision-making.judged_party_ongoing_status=Government decision making.entity_under_consideration_ongoing_state']
Binding_329,['Role_Frame_Family_famly_members'],['Role_Frame_Social_group_members'],['Frame:Family.famly_members=Social group.members']
Binding_381,['Role_Frame_Forming_words_cognizer'],['Role_Frame_Speaking_speaker'],['Frame:Forming words.cognizer=Speaking.speaker']
Binding_193,['Role_Frame_Control_controlling_entity'],['Role_Frame_Relation_entity_1'],['Frame:Control.controlling_entity=Relation.entity_1']
Binding_230,['Role_Frame_Decay_decay_consequence'],['Role_Frame_Destructive_natural_process_consequence_of_destruction'],['Frame:Decay.decay_consequence=Destructive natural process.consequence_of_destruction']
Binding_560,['Role_Frame_Knowing_knowledge'],['Role_Frame_Cognizing_content'],['Frame:Knowing.knowledge=Cognizing.content']
Binding_293,['Role_Frame_Economic_status_status_holder'],['Role_Frame_Possession_possessor'],['Frame:Economic status.status_holder=Possession.possessor']
Binding_184,['Role_Frame_Containing_contents_location'],['Role_Frame_Containment_interior'],['Frame:Containing.contents_location=Containment.interior']
Binding_495,['Role_Frame_Hearing_sound'],['Role_Frame_Perception_perceived_thing'],['Frame:Hearing.sound=Perception.perceived_thing']
Binding_710,['Role_Frame_Physical_competition_end'],['Role_Frame_Competition_competition_end'],['Frame:Physical competition.end=Competition.competition_end']
Binding_996,['Role_Frame_Voting_proposed_decision_initial_status'],['Role_Frame_Government_decision_making_entity_under_consideration_initial_state'],['Frame:Voting.proposed_decision_initial_status=Government decision making.entity_under_consideration_initial_state']
Binding_927,['Role_Frame_Transfer_scenario_transferred_object'],['Role_Frame_Lose_possession_possession'],['Frame:Transfer scenario.transferred_object=Lose_possession.possession']
Binding_550,['Role_Frame_Judicial_decision_making_judged_party_final_status'],['Role_Frame_Government_decision_making_entity_under_consideration_final_state'],['Frame:Judicial decision-making.judged_party_final_status=Government decision making.entity_under_consideration_final_state']
Binding_220,['Role_Frame_Danger_dangerous_entity'],['Role_Frame_Harm_cause'],['Frame:Danger.dangerous_entity=Harm.cause']
Binding_158,['Role_Frame_Cleanliness_clean_entity'],['Role_Frame_State_state_holder'],['Frame:Cleanliness.clean_entity=State.state_holder']
Binding_543,['Role_Frame_Judicial_decision_making_judicial_actor'],['Role_Frame_Government_decision_making_decision_maker'],['Frame:Judicial decision-making.judicial_actor=Government decision making.decision_maker']
Binding_540,['Role_Frame_Judicial_action_citizens'],['Role_Frame_Governing_action_governed'],['Frame:Judicial action.citizens=Governing action.governed']
Binding_982,['Role_Frame_Visual_evaluation_expected_visible_properties'],['Role_Frame_Evaluation_standard'],['Frame:Visual evaluation.expected visible properties=Evaluation.standard']
Binding_315,['Role_Frame_Evil_creature_evil_entity'],['Role_Frame_Animate_entity_animate_entity'],['Frame:Evil creature.evil_entity=Animate entity.animate_entity']
Binding_656,['Role_Frame_Nation_nation_citizens'],['Role_Frame_Political_region_population'],['Frame:Nation.nation_citizens=Political region.population']
Binding_636,['Role_Frame_Motion_along_a_path_motion_x_schema'],['Role_Frame_Motion_motion_x_schema'],['Frame:Motion along a path.motion_x-schema=Motion.motion_x-schema']
Binding_961,['Role_Frame_Vehicle_vehicle'],['Role_Frame_Controlled_vehicular_motion_vehicle'],['Frame:Vehicle.vehicle=Controlled vehicular motion.vehicle']
Binding_744,['Role_Frame_Position_job_holder_actions'],['Role_Frame_Responsibility_fulfillment_of_duty'],['Frame:Position.job_holder_actions=Responsibility.fulfillment_of_duty']
Binding_202,['Role_Frame_Crafting_artifact'],['Role_Frame_Artifact_artifact_entity'],['Frame:Crafting.artifact=Artifact.artifact_entity']
Binding_801,['Role_Frame_Restore_to_life_life_liver'],['Role_Frame_Caused_change_of_state_affected'],['Frame:Restore to life.life_liver=Caused change of state.affected']
Binding_260,['Role_Frame_Dissect_dissected_entity'],['Role_Frame_Cut_object_of_cutting'],['Frame:Dissect.dissected_entity=Cut.object_of_cutting']
Binding_458,['Role_Frame_Government_institution_government_whole'],['Role_Frame_Government_governor'],['Frame:Government institution.government_whole=Government.governor']
Binding_42,['Role_Frame_Anger_body_heat'],['Role_Frame_Emotion_bodily_effect'],['Frame:Anger.body_heat=Emotion.bodily_effect']
Binding_564,['Role_Frame_Lax_lax_status'],['Role_Frame_Firmness_firmness_status'],['Frame:Lax.lax_status=Firmness.firmness_status']
Binding_736,['Role_Frame_Political_region_locale'],['Role_Frame_Government_jurisdiction'],['Frame:Political region.locale=Government.jurisdiction']
Binding_892,['Role_Frame_Strict_father_family_parent_s_'],['Role_Frame_Nuclear_family_parent_s_'],['Frame:Strict father family.parent(s)=Nuclear family.parent(s)']
Binding_444,['Role_Frame_Government_executive_action_executive_actor'],['Role_Frame_Governing_action_governing_actor'],['Frame:Government executive action.executive_actor=Governing action.governing_actor']
Binding_153,['Role_Frame_Citizen_evaluation_of_government_Behavior'],['Role_Frame_Evaluation_behavior'],['Frame:Citizen evaluation of government.Behavior=Evaluation.behavior']
Binding_580,['Role_Frame_Legislation_enactment_bill_initial_status'],['Role_Frame_Government_decision_making_entity_under_consideration_initial_state'],['Frame:Legislation enactment.bill_initial_status=Government decision making.entity_under_consideration_initial_state']
Binding_614,['Role_Frame_Machine_operator_of_machine'],['Role_Frame_Control_controlling_entity'],['Frame:Machine.operator_of_machine=Control.controlling_entity']
Binding_974,['Role_Frame_Vehicular_motion_vehicle_driver'],['Role_Frame_Vehicle_vehicle_driver'],['Frame:Vehicular motion.vehicle_driver=Vehicle.vehicle_driver']
Binding_269,['Role_Frame_Downward_motion_source'],['Role_Frame_Motion_along_a_path_source'],['Frame:Downward motion.source=Motion along a path.source']
Binding_134,['Role_Frame_Caused_change_of_state_affected'],['Role_Frame_Change_of_state_experiencer'],['Frame:Caused change of state.affected=Change of state.experiencer']
Binding_670,['Role_Frame_Nuclear_family_children'],['Role_Frame_Authority_governed'],['Frame:Nuclear family.children=Authority.governed']
Binding_857,['Role_Frame_Sentient_entity_state_of_consciousness'],['Role_Frame_Consciousness_state_of_consciousness'],['Frame:Sentient entity.state_of_consciousness=Consciousness.state_of_consciousness']
Binding_946,['Role_Frame_Trust_relationship_trusting_entity'],['Role_Frame_Trust_emotion_trusting_entity'],['Frame:Trust relationship.trusting_entity=Trust emotion.trusting_entity']
Binding_163,['Role_Frame_Competitive_sport_competitor2'],['Role_Frame_Recreational_competition_competitor_2'],['Frame:Competitive sport.competitor2=Recreational competition.competitor_2']
Binding_715,['Role_Frame_Physical_competition_loser'],['Role_Frame_Competition_competition_loser'],['Frame:Physical competition.loser=Competition.competition_loser']
Binding_291,['Role_Frame_Economic_status_status_holder'],['Role_Frame_Social_group_member'],['Frame:Economic status.status_holder=Social group.member']
Binding_237,['Role_Frame_Destructive_natural_process_destroyed_entity'],['Role_Frame_Destroying_harmed'],['Frame:Destructive natural process.destroyed_entity=Destroying.harmed']
Binding_737,['Role_Frame_Position_job_holder'],['Role_Frame_Power_power_yielder'],['Frame:Position.job_holder=Power.power_yielder']
Binding_971,['Role_Frame_Vehicular_motion_speed'],['Role_Frame_Motion_speed'],['Frame:Vehicular motion.speed=Motion.speed']
Binding_770,['Role_Frame_Punishment_results_of_punishment'],['Role_Frame_Harm_to_living_entity_harmful_effect'],['Frame:Punishment.results_of_punishment=Harm to living entity.harmful_effect']
Binding_310,['Role_Frame_Erosion_eroded_entity'],['Role_Frame_Destructive_natural_process_destroyed_entity'],['Frame:Erosion.eroded_entity=Destructive natural process.destroyed_entity']
Binding_501,['Role_Frame_Impediment_to_motion_impediment'],['Role_Frame_Affected_motion_cause'],['Frame:Impediment to motion.impediment=Affected motion.cause']
Binding_657,['Role_Frame_Nation_nation_member_regions'],['Role_Frame_Political_region_sub_locale'],['Frame:Nation.nation_member_regions=Political region.sub_locale']
Binding_802,['Role_Frame_Restore_to_life_life_restorer'],['Role_Frame_Caused_change_of_state_agent'],['Frame:Restore to life.life_restorer=Caused change of state.agent']
Binding_962,['Role_Frame_Vehicle_vehicle'],['Role_Frame_Containing_container'],['Frame:Vehicle.vehicle=Containing.container']
Binding_627,['Role_Frame_Motion_affecting_external_factors_mover'],['Role_Frame_Causation_affected'],['Frame:Motion-affecting external factors.mover=Causation.affected']
Binding_173,['Role_Frame_Complex_process_protagonist2'],['Role_Frame_Complex_process_process2'],['Frame:Complex process.protagonist2=Complex_process.process2.protagonist']
Binding_994,['Role_Frame_Voting_voter_actions'],['Role_Frame_Government_decision_making_decision_maker_actions'],['Frame:Voting.voter_actions=Government decision making.decision_maker_actions']
Binding_674,['Role_Frame_Object_object_entity'],['Role_Frame_Physical_entity_physical_entity_whole'],['Frame:Object.object_entity=Physical entity.physical_entity_whole']
Binding_490,['Role_Frame_Harm_effect_of_harm'],['Role_Frame_Causation_effect'],['Frame:Harm.effect_of_harm=Causation.effect']
Binding_965,['Role_Frame_Vehicle_driver'],['Role_Frame_Containing_contents'],['Frame:Vehicle.driver=Containing.contents']
Binding_542,['Role_Frame_Judicial_decision_making_judicial_actor'],['Role_Frame_Judicial_action_judicial_actor'],['Frame:Judicial decision-making.judicial_actor=Judicial action.judicial_actor']
Binding_446,['Role_Frame_Government_executive_action_governing_objectives'],['Role_Frame_Governing_action_governing_objectives'],['Frame:Government executive action.governing_objectives=Governing action.governing_objectives']
Binding_13,['Role_Frame_Addressing_poverty_poverty'],['Role_Frame_Addressing_social_problems_social_problem'],['Frame:Addressing poverty.poverty=Addressing social problems.social_problem']
Binding_858,['Role_Frame_Servant_servant'],['Role_Frame_Servitude_subjugated'],['Frame:Servant.servant=Servitude.subjugated']
Binding_276,['Role_Frame_Drugs_physical_effects'],['Role_Frame_Physical_affliction_symptoms'],['Frame:Drugs.physical_effects=Physical_affliction.symptoms']
Binding_308,['Role_Frame_Energy_type'],['Role_Frame_Resource_type'],['Frame:Energy.type=Resource.type']
Binding_454,['Role_Frame_Government_institution_position_holders'],['Role_Frame_Institution_position_holders'],['Frame:Government institution.position_holders=Institution.position_holders']
Binding_447,['Role_Frame_Government_executive_action_executive_action_outcome'],['Role_Frame_Governing_action_governing_action_outcome'],['Frame:Government executive action.executive_action_outcome=Governing action.governing_action_outcome']
Binding_475,['Role_Frame_Gun_control_legislation_legislation'],['Role_Frame_Legislative_action_legislative_action_outcome'],['Frame:Gun control legislation.legislation=Legislative action.legislative_action_outcome']
Binding_632,['Role_Frame_Motion_along_a_path_source'],['Role_Frame_Source_path_goal_source'],['Frame:Motion along a path.source=Source path goal.source']
Binding_104,['Role_Frame_Body_body_parts'],['Role_Frame_Part_whole_parts'],['Frame:Body.body_parts=Part whole.parts']
Binding_523,['Role_Frame_Institution_physical_assets'],['Role_Frame_Organization_organization_physical_assets'],['Frame:Institution.physical_assets=Organization.organization_physical_assets']
Binding_200,['Role_Frame_Corruption_corrupt_activities'],['Role_Frame_Social_problems_social_problem'],['Frame:Corruption.corrupt_activities=Social problems.social_problem']
Binding_763,['Role_Frame_Proximal_distal_center'],['Role_Frame_Proximity_ground'],['Frame:Proximal distal.center=Proximity.ground']
Binding_527,['Role_Frame_Into_source_exterior'],['Role_Frame_Bounded_region_exterior'],['Frame:Into.source_exterior=Bounded region.exterior']
Binding_740,['Role_Frame_Position_superior'],['Role_Frame_Power_power_holder'],['Frame:Position.superior=Power.power_holder']
Binding_9,['Role_Frame_Action_actor'],['Role_Frame_Process_protagonist'],['Frame:Action.actor=Process.protagonist']
Binding_265,['Role_Frame_Downward_motion_motion_x_schema'],['Role_Frame_Motion_along_a_path_motion_x_schema'],['Frame:Downward motion.motion_x-schema=Motion along a path.motion_x-schema']
Binding_571,['Role_Frame_Legislation_enactment_legislators'],['Role_Frame_Government_decision_making_decision_maker'],['Frame:Legislation enactment.legislators=Government decision making.decision_maker']
Binding_900,['Role_Frame_Sunken_confinement_low_area_of_confinement'],['Role_Frame_Being_at_a_Low_Location_low_landmark'],['Frame:Sunken confinement.low_area_of_confinement=Being at a Low Location.low_landmark']
Binding_519,['Role_Frame_Institution_positions'],['Role_Frame_Organization_organization_roles'],['Frame:Institution.positions=Organization.organization_roles']
Binding_66,['Role_Frame_Authority_authority_relation'],['Role_Frame_Control_control'],['Frame:Authority.authority_relation=Control.control.relation']
Binding_348,['Role_Frame_Fluid_containment_fluid'],['Role_Frame_Containing_contents'],['Frame:Fluid containment.fluid=Containing.contents']
Binding_968,['Role_Frame_Vehicle_vehicle_location'],['Role_Frame_Physical_structure_structure_location'],['Frame:Vehicle.vehicle_location=Physical structure.structure_location']
Binding_61,['Role_Frame_Authority_authority_power'],['Role_Frame_Control_ability_to_control'],['Frame:Authority.authority_power=Control.ability_to_control']
Binding_456,['Role_Frame_Government_institution_positions'],['Role_Frame_Institution_positions'],['Frame:Government institution.positions=Institution.positions']
Binding_998,['Role_Frame_Voting_proposed_decision_final_status'],['Role_Frame_Government_decision_making_entity_under_consideration_final_state'],['Frame:Voting.proposed_decision_final_status=Government decision making.entity_under_consideration_final_state']
Binding_648,['Role_Frame_Motion_to_avoid_a_destination_undesirable_location'],['Role_Frame_Proximal_distal_center'],['Frame:Motion to avoid a destination.undesirable_location=Proximal distal.center']
Binding_11,['Role_Frame_Addressing_poverty_problem_solvers'],['Role_Frame_Addressing_social_problems_problem_solvers'],['Frame:Addressing poverty.problem_solvers=Addressing social problems.problem_solvers']
Binding_257,['Role_Frame_Dissect_dissected_entity_body'],['Role_Frame_Biological_entity_body'],['Frame:Dissect.dissected_entity_body=Biological entity.body']
Binding_170,['Role_Frame_Complex_physical_object_size'],['Role_Frame_Object_size'],['Frame:Complex physical object.size=Object.size']
Binding_812,['Role_Frame_Sadness_experiencer'],['Role_Frame_Emotion_experiencer'],['Frame:Sadness.experiencer=Emotion.experiencer']
Binding_275,['Role_Frame_Drugs_drug_user'],['Role_Frame_Physical_affliction_patient'],['Frame:Drugs.drug_user=Physical_affliction.patient']
Binding_552,['Role_Frame_Judicial_decision_making_judicial_outcome'],['Role_Frame_Government_decision_making_decison_making_outcome'],['Frame:Judicial decision-making.judicial_outcome=Government decision making.decison_making_outcome']
Binding_649,['Role_Frame_Motion_to_avoid_a_destination_goal'],['Role_Frame_Proximal_distal_distal_region'],['Frame:Motion to avoid a destination.goal=Proximal distal.distal_region']
Binding_73,['Role_Frame_Barrier_affected_motion'],['Role_Frame_Motion_impediment_affected_motion'],['Frame:Barrier.affected_motion=Motion impediment.affected_motion']
Binding_322,['Role_Frame_Experiencing_an_economic_status_status_holder'],['Role_Frame_Experiencing_a_state_experiencer'],['Frame:Experiencing an economic status.status_holder=Experiencing a state.experiencer']
Binding_859,['Role_Frame_Servitude_subjugated'],['Role_Frame_Authority_governed'],['Frame:Servitude.subjugated=Authority.governed']
Binding_319,['Role_Frame_Experiencing_a_state_experiencer'],['Role_Frame_State_state_holder'],['Frame:Experiencing a state.experiencer=State.state_holder']
Binding_705,['Role_Frame_Physical_competition_event'],['Role_Frame_Competition_competition_event'],['Frame:Physical competition.event=Competition.competition_event']
Binding_431,['Role_Frame_Government_decision_making_entity_under_consideration_initial_state'],['Role_Frame_Caused_change_of_state_initial_state'],['Frame:Government decision making.entity_under_consideration_initial_state=Caused change of state.initial_state']
Binding_133,['Role_Frame_Cause_to_see_perception_perciever'],['Role_Frame_Seeing_see_er'],['Frame:Cause to see.perception_perciever=Seeing.see-er']
Binding_37,['Role_Frame_Anger_anger_level'],['Role_Frame_Emotion_emotion_level'],['Frame:Anger.anger_level=Emotion.emotion_level']
Binding_553,['Role_Frame_Judicial_decision_making_deliberation'],['Role_Frame_Government_decision_making_consideration'],['Frame:Judicial decision-making.deliberation=Government decision making.consideration']
Binding_289,['Role_Frame_Economic_status_financial_resources'],['Role_Frame_Financial_resource_type'],['Frame:Economic status.financial_resources=Financial resource.type']
Binding_504,['Role_Frame_Impoverished_impoverishment'],['Role_Frame_Experiencing_a_negative_state_standard'],['Frame:Impoverished.impoverishment=Experiencing a negative state.standard']
Binding_911,['Role_Frame_Textile_fibers'],['Role_Frame_Complex_physical_object_object_parts'],['Frame:Textile.fibers=Complex physical object.object_parts']
Binding_273,['Role_Frame_Downward_motion_mover'],['Role_Frame_Verticality_vertical_entity'],['Frame:Downward motion.mover=Verticality.vertical_entity']
Binding_178,['Role_Frame_Confinement_confined_entity'],['Role_Frame_Being_in_a_Bounded_Region_located_thing'],['Frame:Confinement.confined_entity=Being in a Bounded Region.located_thing']
Binding_49,['Role_Frame_Animate_entity_animate_entity'],['Role_Frame_Self_propelled_motion_self_mover'],['Frame:Animate entity.animate_entity=Self propelled motion.self-mover']
Binding_112,['Role_Frame_Bounded_entity_entity_boundary'],['Role_Frame_Part_whole_part'],['Frame:Bounded entity.entity_boundary=Part whole.part']
Binding_438,['Role_Frame_Government_decision_making_introduction_of_entity_under_consideration'],['Role_Frame_Purposeful_action_action_x_schema'],['Frame:Government decision making.introduction_of_entity_under_consideration=Purposeful action.action_x-schema.start']
Binding_464,['Role_Frame_Government_institution_US_responsibilities'],['Role_Frame_Government_institution_government_responsibilities'],['Frame:Government institution US.responsibilities=Government institution.government_responsibilities']
Binding_278,['Role_Frame_Drugs_drug_user'],['Role_Frame_Crime_criminal'],['Frame:Drugs.drug_user=Crime.criminal']
Binding_47,['Role_Frame_Animate_entity_body'],['Role_Frame_Biological_entity_body'],['Frame:Animate entity.body=Biological entity.body']
Binding_227,['Role_Frame_Decay_decaying_process'],['Role_Frame_Destructive_natural_process_destructive_process'],['Frame:Decay.decaying_process=Destructive natural process.destructive_process']
Binding_8,['Role_Frame_Access_to_an_object_path_to_access'],['Role_Frame_Access_path_of_access'],['Frame:Access to an object.path_to_access=Access.path_of_access']
Binding_881,['Role_Frame_Speaking_speaker'],['Role_Frame_Communication_communicator'],['Frame:Speaking.speaker=Communication.communicator']
Binding_959,['Role_Frame_Unstable_unstable_entity'],['Role_Frame_Stability_stablity_entity'],['Frame:Unstable.unstable_entity=Stability.stablity_entity']
Binding_467,['Role_Frame_Group_members'],['Role_Frame_Plurality_individual_entities'],['Frame:Group.members=Plurality.individual_entities']
Binding_408,['Role_Frame_Governing_action_jurisdiction_affect_x_schema'],['Role_Frame_Process_process'],['Frame:Governing action.jurisdiction_affect_x-schema=Process.process']
Binding_156,['Role_Frame_Citizen_evaluation_of_government_Behavior'],['Role_Frame_Government_governing_actions'],['Frame:Citizen evaluation of government.Behavior=Government.governing_actions']
Binding_803,['Role_Frame_Restore_to_life_restorative_cause'],['Role_Frame_Caused_change_of_state_cause'],['Frame:Restore to life.restorative_cause=Caused change of state.cause']
Binding_910,['Role_Frame_Textile_textile_whole'],['Role_Frame_Create_object_created_object'],['Frame:Textile.textile_whole=Create_object.created_object']
Binding_80,['Role_Frame_Being_at_a_location_locale'],['Role_Frame_Trajector_landmark_background'],['Frame:Being at a location.locale=Trajector_landmark.background']
Binding_252,['Role_Frame_Dissect_entity_in_totality'],['Role_Frame_Caused_change_of_state_initial_state'],['Frame:Dissect.entity_in_totality=Caused change of state.initial_state']
Binding_874,['Role_Frame_Social_group_defining_properties'],['Role_Frame_Group_defining_properties'],['Frame:Social group.defining_properties=Group.defining_properties']
Binding_904,['Role_Frame_Taxation_taxer'],['Role_Frame_Governing_action_governing_actor'],['Frame:Taxation.taxer=Governing action.governing_actor']
Binding_908,['Role_Frame_Taxes_rate'],['Role_Frame_Taxation_tax_rate'],['Frame:Taxes.rate=Taxation.tax_rate']
Binding_241,['Role_Frame_Directed_emotion_degree'],['Role_Frame_Emotion_emotion_level'],['Frame:Directed emotion.degree=Emotion.emotion_level']
Binding_819,['Role_Frame_Scale_maximal_value'],['Role_Frame_State_possible_state_values'],['Frame:Scale.maximal value=State.possible_state_values']
Binding_609,['Role_Frame_Lose_possession_lose_possession_x_schema_ongoing'],['Role_Frame_Possession_possessing'],['Frame:Lose possession.lose_possession_x-schema.ongoing=Possession.possessing.finish']
